virus,tree,peptide,dNdS,fract,meandNdS
MMV,MMV_sub3,V,0.6656,0.064,0.2196245
MMV,MMV_sub4,C,0.3214,0.04,0.2362503
MMV,MMV_sub4,F,0.2005,0.117,0.2362503
MMV,MMV_sub4,H,0.2528,0.131,0.2362503
MMV,MMV_sub4,L,0.1638,0.463,0.2362503
MMV,MMV_sub4,M,0.1278,0.071,0.2362503
MMV,MMV_sub4,N,0.1554,0.111,0.2362503
MMV,MMV_sub4,P,0.4013,0.107,0.2362503
MMV,MMV_sub4,V,0.7226,0.064,0.2362503
MMV,MMV_sub5,C,0.2208,0.04,0.2309181
MMV,MMV_sub5,F,0.0589,0.117,0.2309181
MMV,MMV_sub5,H,0.2938,0.131,0.2309181
MMV,MMV_sub5,L,0.0996,0.463,0.2309181
MMV,MMV_sub5,M,0.2222,0.071,0.2309181
MMV,MMV_sub5,N,0.1257,0.111,0.2309181
MMV,MMV_sub5,P,0.3808,0.107,0.2309181
MMV,MMV_sub5,V,1.3134,0.064,0.2309181
MRV,MRV_1,F,0.15145,0.112,0.15065695
MRV,MRV_1,HN,0.1445,0.121,0.15065695
MRV,MRV_1,L,0.10915,0.469,0.15065695
MRV,MRV_1,M,0.10285,0.078,0.15065695
MRV,MRV_1,N,0.18855,0.114,0.15065695
MRV,MRV_1,P_NS2,0.2361,0.049,0.15065695
MRV,MRV_1,P_V,0.2427,0.046,0.15065695
MRV,MRV_1,sHP,1.06405,0.012,0.15065695
MRV,MRV_main,F,0.25505,0.112,0.1887307
MRV,MRV_main,HN,0.27,0.121,0.1887307
MRV,MRV_main,L,0.09615,0.469,0.1887307
MRV,MRV_main,M,0.0389,0.078,0.1887307
MRV,MRV_main,N,0.36025,0.114,0.1887307
MRV,MRV_main,P_NS2,0.25315,0.049,0.1887307
MRV,MRV_main,P_V,0.31075,0.046,0.1887307
MRV,MRV_main,sHP,0.9666,0.012,0.1887307
MRV,MRV_sub1,F,0.239,0.112,0.1407949
MRV,MRV_sub1,HN,0.1894,0.121,0.1407949
MRV,MRV_sub1,L,0.0499,0.469,0.1407949
MRV,MRV_sub1,M,0.0229,0.078,0.1407949
MRV,MRV_sub1,N,0.2645,0.114,0.1407949
MRV,MRV_sub1,P_NS2,0.1728,0.049,0.1407949
MRV,MRV_sub1,P_V,0.3156,0.046,0.1407949
MRV,MRV_sub1,sHP,1.0652,0.012,0.1407949
Norwalk,Norwalk_1,NTPase,0.0202,0.148,0.1042212
Norwalk,Norwalk_1,Pro,0.02,0.073,0.1042212
Norwalk,Norwalk_1,RdRp,0.0216,0.207,0.1042212
Norwalk,Norwalk_1,VP1,0.1839,0.217,0.1042212
Norwalk,Norwalk_1,VP2,0.0321,0.097,0.1042212
Norwalk,Norwalk_1,VPg,0.02,0.054,0.1042212
Norwalk,Norwalk_1,p22,0.2898,0.07,0.1042212
Norwalk,Norwalk_1,p48,0.2342,0.132,0.1042212
Norwalk,Norwalk_10,NTPase,0.0265,0.148,0.1388352
Norwalk,Norwalk_10,Pro,0.0715,0.073,0.1388352
Norwalk,Norwalk_10,RdRp,0.0591,0.207,0.1388352
Norwalk,Norwalk_10,VP1,0.1563,0.217,0.1388352
Norwalk,Norwalk_10,VP2,0.2985,0.097,0.1388352
Norwalk,Norwalk_10,VPg,0.1677,0.054,0.1388352
Norwalk,Norwalk_10,p22,0.2275,0.07,0.1388352
Norwalk,Norwalk_10,p48,0.2243,0.132,0.1388352
Norwalk,Norwalk_11,NTPase,0.0307,0.148,0.1562363
Norwalk,Norwalk_11,Pro,0.0388,0.073,0.1562363
Norwalk,Norwalk_11,RdRp,0.0602,0.207,0.1562363
Norwalk,Norwalk_11,VP1,0.1975,0.217,0.1562363
Norwalk,Norwalk_11,VP2,0.3226,0.097,0.1562363
Norwalk,Norwalk_11,VPg,0.198,0.054,0.1562363
Norwalk,Norwalk_11,p22,0.478,0.07,0.1562363
Norwalk,Norwalk_11,p48,0.1371,0.132,0.1562363
Norwalk,Norwalk_2,NTPase,0.02,0.148,0.1072889
Norwalk,Norwalk_2,Pro,0.026,0.073,0.1072889
Norwalk,Norwalk_2,RdRp,0.0285,0.207,0.1072889
Norwalk,Norwalk_2,VP1,0.1194,0.217,0.1072889
Norwalk,Norwalk_2,VP2,0.2028,0.097,0.1072889
Norwalk,Norwalk_2,VPg,0.02,0.054,0.1072889
Norwalk,Norwalk_2,p22,0.2608,0.07,0.1072889
Norwalk,Norwalk_2,p48,0.2395,0.132,0.1072889
Norwalk,Norwalk_3,NTPase,0.1911,0.148,0.2210621
Norwalk,Norwalk_3,Pro,0.1686,0.073,0.2210621
Norwalk,Norwalk_3,RdRp,0.1394,0.207,0.2210621
Norwalk,Norwalk_3,VP1,0.2113,0.217,0.2210621
Norwalk,Norwalk_3,VP2,0.406,0.097,0.2210621
Norwalk,Norwalk_3,VPg,0.02,0.054,0.2210621
Norwalk,Norwalk_3,p22,0.4128,0.07,0.2210621
Norwalk,Norwalk_3,p48,0.2758,0.132,0.2210621
Norwalk,Norwalk_4,NTPase,0.0422,0.148,0.1285984
Norwalk,Norwalk_4,Pro,0.0331,0.073,0.1285984
Norwalk,Norwalk_4,RdRp,0.0289,0.207,0.1285984
Norwalk,Norwalk_4,VP1,0.1366,0.217,0.1285984
Norwalk,Norwalk_4,VP2,0.2736,0.097,0.1285984
Norwalk,Norwalk_4,VPg,0.1783,0.054,0.1285984
Norwalk,Norwalk_4,p22,0.2865,0.07,0.1285984
Norwalk,Norwalk_4,p48,0.2128,0.132,0.1285984
Norwalk,Norwalk_5,NTPase,0.1208,0.148,0.142324
Norwalk,Norwalk_5,Pro,0.0661,0.073,0.142324
Norwalk,Norwalk_5,RdRp,0.1706,0.207,0.142324
Norwalk,Norwalk_5,VP1,0.0558,0.217,0.142324
Norwalk,Norwalk_5,VP2,0.3069,0.097,0.142324
Norwalk,Norwalk_5,VPg,0.0295,0.054,0.142324
Norwalk,Norwalk_5,p22,0.2032,0.07,0.142324
Norwalk,Norwalk_5,p48,0.2016,0.132,0.142324
Norwalk,Norwalk_6,NTPase,0.12405,0.148,0.212501
Norwalk,Norwalk_6,Pro,0.09695,0.073,0.212501
Norwalk,Norwalk_6,RdRp,0.1215,0.207,0.212501
Norwalk,Norwalk_6,VP1,0.24085,0.217,0.212501
Norwalk,Norwalk_6,VP2,0.4543,0.097,0.212501
Norwalk,Norwalk_6,VPg,0.1945,0.054,0.212501
Norwalk,Norwalk_6,p22,0.3553,0.07,0.212501
Norwalk,Norwalk_6,p48,0.22885,0.132,0.212501
Norwalk,Norwalk_7,NTPase,0.1331,0.148,0.255655
Norwalk,Norwalk_7,Pro,0.2458,0.073,0.255655
Norwalk,Norwalk_7,RdRp,0.142,0.207,0.255655
Norwalk,Norwalk_7,VP1,0.2938,0.217,0.255655
Norwalk,Norwalk_7,VP2,0.3958,0.097,0.255655
Norwalk,Norwalk_7,VPg,0.2193,0.054,0.255655
Norwalk,Norwalk_7,p22,0.4331,0.07,0.255655
Norwalk,Norwalk_7,p48,0.3357,0.132,0.255655
Norwalk,Norwalk_8,NTPase,0.0539,0.148,0.1529515
Norwalk,Norwalk_8,Pro,0.0883,0.073,0.1529515
Norwalk,Norwalk_8,RdRp,0.1495,0.207,0.1529515
Norwalk,Norwalk_8,VP1,0.1577,0.217,0.1529515
Norwalk,Norwalk_8,VP2,0.2538,0.097,0.1529515
Norwalk,Norwalk_8,VPg,0.0463,0.054,0.1529515
Norwalk,Norwalk_8,p22,0.1541,0.07,0.1529515
Norwalk,Norwalk_8,p48,0.2686,0.132,0.1529515
Norwalk,Norwalk_9,NTPase,0.1759,0.148,0.2631386
Norwalk,Norwalk_9,Pro,0.1612,0.073,0.2631386
Norwalk,Norwalk_9,RdRp,0.1854,0.207,0.2631386
Norwalk,Norwalk_9,VP1,0.3125,0.217,0.2631386
Norwalk,Norwalk_9,VP2,0.3857,0.097,0.2631386
Norwalk,Norwalk_9,VPg,0.165,0.054,0.2631386
Norwalk,Norwalk_9,p22,0.3383,0.07,0.2631386
Norwalk,Norwalk_9,p48,0.3723,0.132,0.2631386
Norwalk,Norwalk_main,NTPase,0.02085,0.148,0.05225235
Norwalk,Norwalk_main,Pro,0.02105,0.073,0.05225235
Norwalk,Norwalk_main,RdRp,0.0306,0.207,0.05225235
Norwalk,Norwalk_main,VP1,0.09655,0.217,0.05225235
Norwalk,Norwalk_main,VP2,0.08905,0.097,0.05225235
Norwalk,Norwalk_main,VPg,0.0229,0.054,0.05225235
Norwalk,Norwalk_main,p22,0.07565,0.07,0.05225235
Norwalk,Norwalk_main,p48,0.0392,0.132,0.05225235
Norwalk,Norwalk_sub1,NTPase,0.02,0.148,0.0312218
Norwalk,Norwalk_sub1,Pro,0.02,0.073,0.0312218
Norwalk,Norwalk_sub1,RdRp,0.02,0.207,0.0312218
Norwalk,Norwalk_sub1,VP1,0.0498,0.217,0.0312218
Norwalk,Norwalk_sub1,VP2,0.0214,0.097,0.0312218
Norwalk,Norwalk_sub1,VPg,0.02,0.054,0.0312218
Norwalk,Norwalk_sub1,p22,0.0645,0.07,0.0312218
Norwalk,Norwalk_sub1,p48,0.0317,0.132,0.0312218
Norwalk,Norwalk_sub2,NTPase,0.02,0.148,0.0608045
Norwalk,Norwalk_sub2,Pro,0.02365,0.073,0.0608045
Norwalk,Norwalk_sub2,RdRp,0.03245,0.207,0.0608045
Norwalk,Norwalk_sub2,VP1,0.10225,0.217,0.0608045
Norwalk,Norwalk_sub2,VP2,0.14225,0.097,0.0608045
Norwalk,Norwalk_sub2,VPg,0.0263,0.054,0.0608045
Norwalk,Norwalk_sub2,p22,0.0962,0.07,0.0608045
Norwalk,Norwalk_sub2,p48,0.03985,0.132,0.0608045
OHVA,OHVA_1,A1pp,0.1543,0.061,0.0963931
OHVA,OHVA_1,CP,0.087,0.267,0.0963931
OHVA,OHVA_1,DUF3729,0.3554,0.06,0.0963931
OHVA,OHVA_1,ORF3,0.2594,0.046,0.0963931
OHVA,OHVA_1,Peptidase_C41,0.1436,0.1,0.0963931
OHVA,OHVA_1,RdRP_2,0.0307,0.163,0.0963931
OHVA,OHVA_1,Viral_helicase1,0.0347,0.143,0.0963931
OHVA,OHVA_1,Vmethyltransf,0.0388,0.159,0.0963931
OHVA,OHVA_2,A1pp,0.1192,0.061,0.0786264
OHVA,OHVA_2,CP,0.0612,0.267,0.0786264
OHVA,OHVA_2,DUF3729,0.4301,0.06,0.0786264
OHVA,OHVA_2,ORF3,0.2049,0.046,0.0786264
OHVA,OHVA_2,Peptidase_C41,0.0689,0.1,0.0786264
OHVA,OHVA_2,RdRP_2,0.0313,0.163,0.0786264
OHVA,OHVA_2,Viral_helicase1,0.0268,0.143,0.0786264
OHVA,OHVA_2,Vmethyltransf,0.0249,0.159,0.0786264
OHVA,OHVA_3,A1pp,0.02,0.061,0.0494617
OHVA,OHVA_3,CP,0.0241,0.267,0.0494617
OHVA,OHVA_3,DUF3729,0.4016,0.06,0.0494617
OHVA,OHVA_3,ORF3,0.1335,0.046,0.0494617
OHVA,OHVA_3,Peptidase_C41,0.0227,0.1,0.0494617
OHVA,OHVA_3,RdRP_2,0.02,0.163,0.0494617
OHVA,OHVA_3,Viral_helicase1,0.02,0.143,0.0494617
OHVA,OHVA_3,Vmethyltransf,0.02,0.159,0.0494617
OHVA,OHVA_4,A1pp,0.0232,0.061,0.0564789
OHVA,OHVA_4,CP,0.0214,0.267,0.0564789
OHVA,OHVA_4,DUF3729,0.4023,0.06,0.0564789
OHVA,OHVA_4,ORF3,0.2521,0.046,0.0564789
OHVA,OHVA_4,Peptidase_C41,0.0381,0.1,0.0564789
OHVA,OHVA_4,RdRP_2,0.0231,0.163,0.0564789
OHVA,OHVA_4,Viral_helicase1,0.02,0.143,0.0564789
OHVA,OHVA_4,Vmethyltransf,0.02,0.159,0.0564789
OHVA,OHVA_main,A1pp,0.0222,0.061,0.04351455
OHVA,OHVA_main,CP,0.03615,0.267,0.04351455
OHVA,OHVA_main,DUF3729,0.07755,0.06,0.04351455
OHVA,OHVA_main,ORF3,0.3191,0.046,0.04351455
OHVA,OHVA_main,Peptidase_C41,0.0373,0.1,0.04351455
OHVA,OHVA_main,RdRP_2,0.0209,0.163,0.04351455
OHVA,OHVA_main,Viral_helicase1,0.02,0.143,0.04351455
OHVA,OHVA_main,Vmethyltransf,0.02,0.159,0.04351455
OHVA,OHVA_sub1,CP,0.043,0.267,0.0587498
OHVA,OHVA_sub1,DUF3729,0.23515,0.06,0.0587498
OHVA,OHVA_sub1,ORF3,0.2503,0.046,0.0587498
OHVA,OHVA_sub1,Peptidase_C41,0.0563,0.1,0.0587498
OHVA,OHVA_sub1,RdRP_2,0.0386,0.163,0.0587498
OHVA,OHVA_sub1,Viral_helicase1,0.02,0.143,0.0587498
OHVA,OHVA_sub1,Vmethyltransf,0.02,0.159,0.0587498
OHVA,OHVA_sub2,A1pp,0.02225,0.061,0.04355015
OHVA,OHVA_sub2,CP,0.036,0.267,0.04355015
OHVA,OHVA_sub2,DUF3729,0.07745,0.06,0.04355015
OHVA,OHVA_sub2,ORF3,0.3207,0.046,0.04355015
OHVA,OHVA_sub2,Peptidase_C41,0.03735,0.1,0.04355015
OHVA,OHVA_sub2,RdRP_2,0.0209,0.163,0.04355015
OHVA,OHVA_sub2,Viral_helicase1,0.02,0.143,0.04355015
OHVA,OHVA_sub2,Vmethyltransf,0.02,0.159,0.04355015
OHVA,OHVA_sub3,A1pp,0.0349,0.061,0.0761445
OHVA,OHVA_sub3,CP,0.0611,0.267,0.0761445
OHVA,OHVA_sub3,DUF3729,0.2528,0.06,0.0761445
OHVA,OHVA_sub3,ORF3,0.2172,0.046,0.0761445
OHVA,OHVA_sub3,Peptidase_C41,0.0968,0.1,0.0761445
OHVA,OHVA_sub3,RdRP_2,0.0455,0.163,0.0761445
OHVA,OHVA_sub3,Vmethyltransf,0.028,0.159,0.0761445
OHVA,OHVA_sub4,A1pp,0.0253,0.061,0.0486714
OHVA,OHVA_sub4,CP,0.0323,0.267,0.0486714
OHVA,OHVA_sub4,DUF3729,0.1964,0.06,0.0486714
OHVA,OHVA_sub4,ORF3,0.3,0.046,0.0486714
OHVA,OHVA_sub4,Peptidase_C41,0.0362,0.1,0.0486714
OHVA,OHVA_sub4,RdRP_2,0.02,0.163,0.0486714
OHVA,OHVA_sub4,Viral_helicase1,0.02,0.143,0.0486714
OHVA,OHVA_sub4,Vmethyltransf,0.02,0.159,0.0486714
OHVA,OHVA_sub5,A1pp,0.02,0.061,0.05403475
OHVA,OHVA_sub5,CP,0.03355,0.267,0.05403475
OHVA,OHVA_sub5,DUF3729,0.32135,0.06,0.05403475
OHVA,OHVA_sub5,ORF3,0.25415,0.046,0.05403475
OHVA,OHVA_sub5,Peptidase_C41,0.03585,0.1,0.05403475
OHVA,OHVA_sub5,RdRP_2,0.02,0.163,0.05403475
OHVA,OHVA_sub5,Viral_helicase1,0.02,0.143,0.05403475
OHVA,OHVA_sub5,Vmethyltransf,0.02,0.159,0.05403475
OHVA,OHVA_sub6,A1pp,0.02345,0.061,0.044447
OHVA,OHVA_sub6,CP,0.03665,0.267,0.044447
OHVA,OHVA_sub6,DUF3729,0.1214,0.06,0.044447
OHVA,OHVA_sub6,ORF3,0.27455,0.046,0.044447
OHVA,OHVA_sub6,Peptidase_C41,0.0397,0.1,0.044447
OHVA,OHVA_sub6,RdRP_2,0.02,0.163,0.044447
OHVA,OHVA_sub6,Viral_helicase1,0.02,0.143,0.044447
OHVA,OHVA_sub6,Vmethyltransf,0.0203,0.159,0.044447
PeVA,PeVA_1,1C,0.02,0.116,0.0326549
PeVA,PeVA_1,1D,0.0471,0.108,0.0326549
PeVA,PeVA_1,2A,0.077,0.067,0.0326549
PeVA,PeVA_1,2C,0.02,0.151,0.0326549
PeVA,PeVA_1,3A,0.0272,0.053,0.0326549
PeVA,PeVA_1,3B,0.0735,0.009,0.0326549
PeVA,PeVA_1,3C,0.02,0.092,0.0326549
PeVA,PeVA_1,3D,0.0389,0.215,0.0326549
PeVA,PeVA_1,VP0,0.0216,0.132,0.0326549
PeVA,PeVA_2,1C,0.02,0.116,0.1140399
PeVA,PeVA_2,1D,0.0416,0.108,0.1140399
PeVA,PeVA_2,2A,0.2737,0.067,0.1140399
PeVA,PeVA_2,2B,0.0572,0.056,0.1140399
PeVA,PeVA_2,2C,0.226,0.151,0.1140399
PeVA,PeVA_2,3A,0.2688,0.053,0.1140399
PeVA,PeVA_2,3B,0.6594,0.009,0.1140399
PeVA,PeVA_2,3C,0.1315,0.092,0.1140399
PeVA,PeVA_2,3D,0.0774,0.215,0.1140399
PeVA,PeVA_2,VP0,0.02,0.132,0.1140399
PeVA,PeVA_3,1C,0.0339,0.116,0.0729401
PeVA,PeVA_3,1D,0.0237,0.108,0.0729401
PeVA,PeVA_3,2A,0.048,0.067,0.0729401
PeVA,PeVA_3,2B,0.02,0.056,0.0729401
PeVA,PeVA_3,2C,0.0297,0.151,0.0729401
PeVA,PeVA_3,3A,0.0962,0.053,0.0729401
PeVA,PeVA_3,3B,0.2846,0.009,0.0729401
PeVA,PeVA_3,3C,0.0906,0.092,0.0729401
PeVA,PeVA_3,3D,0.177,0.215,0.0729401
PeVA,PeVA_3,VP0,0.0271,0.132,0.0729401
PeVA,PeVA_main,1C,0.0209,0.116,0.0269893
PeVA,PeVA_main,1D,0.0329,0.108,0.0269893
PeVA,PeVA_main,2A,0.0296,0.067,0.0269893
PeVA,PeVA_main,2B,0.02,0.056,0.0269893
PeVA,PeVA_main,2C,0.02,0.151,0.0269893
PeVA,PeVA_main,3A,0.02,0.053,0.0269893
PeVA,PeVA_main,3B,0.0329,0.009,0.0269893
PeVA,PeVA_main,3C,0.02,0.092,0.0269893
PeVA,PeVA_main,3D,0.034,0.215,0.0269893
PeVA,PeVA_main,VP0,0.0332,0.132,0.0269893
PeVA,PeVA_sub1,1C,0.0291,0.116,0.0441428
PeVA,PeVA_sub1,1D,0.0561,0.108,0.0441428
PeVA,PeVA_sub1,2A,0.0542,0.067,0.0441428
PeVA,PeVA_sub1,2B,0.02,0.056,0.0441428
PeVA,PeVA_sub1,2C,0.02,0.151,0.0441428
PeVA,PeVA_sub1,3A,0.0214,0.053,0.0441428
PeVA,PeVA_sub1,3B,0.0323,0.009,0.0441428
PeVA,PeVA_sub1,3C,0.02,0.092,0.0441428
PeVA,PeVA_sub1,3D,0.0255,0.215,0.0441428
PeVA,PeVA_sub1,VP0,0.1378,0.132,0.0441428
PeVA,PeVA_sub2,1C,0.0218,0.116,0.0282134
PeVA,PeVA_sub2,1D,0.042,0.108,0.0282134
PeVA,PeVA_sub2,2A,0.0373,0.067,0.0282134
PeVA,PeVA_sub2,2B,0.02,0.056,0.0282134
PeVA,PeVA_sub2,2C,0.02,0.151,0.0282134
PeVA,PeVA_sub2,3A,0.0257,0.053,0.0282134
PeVA,PeVA_sub2,3B,0.0264,0.009,0.0282134
PeVA,PeVA_sub2,3C,0.02,0.092,0.0282134
PeVA,PeVA_sub2,3D,0.0362,0.215,0.0282134
PeVA,PeVA_sub2,VP0,0.0249,0.132,0.0282134
PeVA,PeVA_sub3,1C,0.02,0.116,0.0234224
PeVA,PeVA_sub3,1D,0.0315,0.108,0.0234224
PeVA,PeVA_sub3,2A,0.0326,0.067,0.0234224
PeVA,PeVA_sub3,2B,0.02,0.056,0.0234224
PeVA,PeVA_sub3,2C,0.02,0.151,0.0234224
PeVA,PeVA_sub3,3A,0.02,0.053,0.0234224
PeVA,PeVA_sub3,3B,0.0393,0.009,0.0234224
PeVA,PeVA_sub3,3C,0.02,0.092,0.0234224
PeVA,PeVA_sub3,3D,0.0255,0.215,0.0234224
PeVA,PeVA_sub3,VP0,0.02,0.132,0.0234224
PeVA,PeVA_sub4,1C,0.0337,0.116,0.0557834
PeVA,PeVA_sub4,1D,0.0342,0.108,0.0557834
PeVA,PeVA_sub4,2A,0.1657,0.067,0.0557834
PeVA,PeVA_sub4,2B,0.02,0.056,0.0557834
PeVA,PeVA_sub4,2C,0.0229,0.151,0.0557834
PeVA,PeVA_sub4,3A,0.1723,0.053,0.0557834
PeVA,PeVA_sub4,3B,0.2049,0.009,0.0557834
PeVA,PeVA_sub4,3C,0.02,0.092,0.0557834
PeVA,PeVA_sub4,3D,0.0204,0.215,0.0557834
PeVA,PeVA_sub4,VP0,0.1159,0.132,0.0557834
RVA,RVA_1,P-3A,0.02,0.036,0.0274022
RVA,RVA_1,P2-A,0.02,0.063,0.0274022
RVA,RVA_1,P2-B,0.02,0.044,0.0274022
RVA,RVA_1,P2-C,0.02,0.15,0.0274022
RVA,RVA_1,RdRp,0.0307,0.212,0.0274022
RVA,RVA_1,VPg,0.02,0.01,0.0274022
RVA,RVA_1,capsid_VP1,0.0433,0.136,0.0274022
RVA,RVA_1,capsid_VP2,0.029,0.123,0.0274022
RVA,RVA_1,capsid_VP3,0.0278,0.11,0.0274022
RVA,RVA_1,capsid_VP4,0.02,0.032,0.0274022
RVA,RVA_1,protease_3C,0.02,0.084,0.0274022
RVA,RVA_2,P-3A,0.02,0.036,0.0243477
RVA,RVA_2,P2-A,0.02,0.063,0.0243477
RVA,RVA_2,P2-B,0.02,0.044,0.0243477
RVA,RVA_2,P2-C,0.02,0.15,0.0243477
RVA,RVA_2,RdRp,0.0285,0.212,0.0243477
RVA,RVA_2,VPg,0.02,0.01,0.0243477
RVA,RVA_2,capsid_VP1,0.0318,0.136,0.0243477
RVA,RVA_2,capsid_VP2,0.0213,0.123,0.0243477
RVA,RVA_2,capsid_VP3,0.0271,0.11,0.0243477
RVA,RVA_2,capsid_VP4,0.02,0.032,0.0243477
RVA,RVA_2,protease_3C,0.02,0.084,0.0243477
RVA,RVA_main,P-3A,0.02,0.036,0.0287438
RVA,RVA_main,P2-A,0.0216,0.063,0.0287438
RVA,RVA_main,P2-B,0.02,0.044,0.0287438
RVA,RVA_main,P2-C,0.02,0.15,0.0287438
RVA,RVA_main,RdRp,0.0319,0.212,0.0287438
RVA,RVA_main,VPg,0.02,0.01,0.0287438
RVA,RVA_main,capsid_VP1,0.0454,0.136,0.0287438
RVA,RVA_main,capsid_VP2,0.03,0.123,0.0287438
RVA,RVA_main,capsid_VP3,0.0329,0.11,0.0287438
RVA,RVA_main,capsid_VP4,0.02,0.032,0.0287438
RVA,RVA_main,protease_3C,0.0202,0.084,0.0287438
SARS2,SARS2_main,12a,0.02,0.001,0.24605895
SARS2,SARS2_main,12b,0.12415,0.095,0.24605895
SARS2,SARS2_main,E,0.57845,0.008,0.24605895
SARS2,SARS2_main,M,0.18665,0.023,0.24605895
SARS2,SARS2_main,N,0.4541,0.043,0.24605895
SARS2,SARS2_main,S,0.1832,0.131,0.24605895
SARS2,SARS2_main,nsp1,0.34245,0.019,0.24605895
SARS2,SARS2_main,nsp10,0.1783,0.014,0.24605895
SARS2,SARS2_main,nsp13,0.2583,0.062,0.24605895
SARS2,SARS2_main,nsp14,0.15615,0.054,0.24605895
SARS2,SARS2_main,nsp15,0.22165,0.036,0.24605895
SARS2,SARS2_main,nsp16,0.36615,0.031,0.24605895
SARS2,SARS2_main,nsp2,0.28735,0.066,0.24605895
SARS2,SARS2_main,nsp3,0.1725,0.2,0.24605895
SARS2,SARS2_main,nsp4,0.2193,0.051,0.24605895
SARS2,SARS2_main,nsp5,0.22855,0.031,0.24605895
SARS2,SARS2_main,nsp6,0.3054,0.03,0.24605895
SARS2,SARS2_main,nsp7,0.315,0.009,0.24605895
SARS2,SARS2_main,nsp8,0.2184,0.02,0.24605895
SARS2,SARS2_main,nsp9,0.32405,0.012,0.24605895
SARS2,SARS2_main,orf3a,0.7925,0.028,0.24605895
SARS2,SARS2_main,orf6,0.18635,0.006,0.24605895
SARS2,SARS2_main,orf7a,0.56405,0.012,0.24605895
SARS2,SARS2_main,orf7b,0.22075,0.004,0.24605895
SARS2,SARS2_main,orf8,0.50595,0.012,0.24605895
SV,SV_1,CP,0.1789,0.226,0.1217572
SV,SV_1,NTPase,0.0396,0.136,0.1217572
SV,SV_1,Pol,0.0283,0.267,0.1217572
SV,SV_1,VP2,0.2232,0.066,0.1217572
SV,SV_1,VPg,0.2411,0.047,0.1217572
SV,SV_1,p11,0.6776,0.027,0.1217572
SV,SV_1,p28,0.1831,0.108,0.1217572
SV,SV_1,p32,0.0337,0.12,0.1217572
SV,SV_2,CP,0.0495,0.226,0.0850296
SV,SV_2,NTPase,0.02,0.136,0.0850296
SV,SV_2,Pol,0.0581,0.267,0.0850296
SV,SV_2,VP2,0.3559,0.066,0.0850296
SV,SV_2,VPg,0.1918,0.047,0.0850296
SV,SV_2,p11,0.4769,0.027,0.0850296
SV,SV_2,p28,0.0715,0.108,0.0850296
SV,SV_2,p32,0.02,0.12,0.0850296
SV,SV_3,CP,0.02,0.226,0.0461134
SV,SV_3,NTPase,0.02,0.136,0.0461134
SV,SV_3,Pol,0.02,0.267,0.0461134
SV,SV_3,VP2,0.1464,0.066,0.0461134
SV,SV_3,VPg,0.1927,0.047,0.0461134
SV,SV_3,p11,0.3587,0.027,0.0461134
SV,SV_3,p28,0.0249,0.108,0.0461134
SV,SV_3,p32,0.02,0.12,0.0461134
SV,SV_4,CP,0.02,0.226,0.0423268
SV,SV_4,NTPase,0.02,0.136,0.0423268
SV,SV_4,Pol,0.0201,0.267,0.0423268
SV,SV_4,VP2,0.1862,0.066,0.0423268
SV,SV_4,VPg,0.02,0.047,0.0423268
SV,SV_4,p11,0.3812,0.027,0.0423268
SV,SV_4,p28,0.0348,0.108,0.0423268
SV,SV_4,p32,0.02,0.12,0.0423268
SV,SV_main,CP,0.048,0.226,0.0359076
SV,SV_main,NTPase,0.0208,0.136,0.0359076
SV,SV_main,Pol,0.0256,0.267,0.0359076
SV,SV_main,VP2,0.0428,0.066,0.0359076
SV,SV_main,VPg,0.02,0.047,0.0359076
SV,SV_main,p11,0.2404,0.027,0.0359076
SV,SV_main,p28,0.0208,0.108,0.0359076
SV,SV_main,p32,0.0235,0.12,0.0359076
SV,SV_sub1,CP,0.0893,0.226,0.0448838
SV,SV_sub1,NTPase,0.02,0.136,0.0448838
SV,SV_sub1,Pol,0.0205,0.267,0.0448838
SV,SV_sub1,VP2,0.0269,0.066,0.0448838
SV,SV_sub1,VPg,0.02,0.047,0.0448838
SV,SV_sub1,p11,0.3379,0.027,0.0448838
SV,SV_sub1,p28,0.02,0.108,0.0448838
SV,SV_sub1,p32,0.02,0.12,0.0448838
SV,SV_sub2,CP,0.0274,0.226,0.0397225
SV,SV_sub2,NTPase,0.02,0.136,0.0397225
SV,SV_sub2,Pol,0.02,0.267,0.0397225
SV,SV_sub2,VP2,0.0383,0.066,0.0397225
SV,SV_sub2,VPg,0.02,0.047,0.0397225
SV,SV_sub2,p11,0.5071,0.027,0.0397225
SV,SV_sub2,p28,0.0309,0.108,0.0397225
SV,SV_sub3,CP,0.1587,0.226,0.1286478
SV,SV_sub3,NTPase,0.02,0.136,0.1286478
SV,SV_sub3,Pol,0.065,0.267,0.1286478
SV,SV_sub3,VP2,0.4039,0.066,0.1286478
SV,SV_sub3,VPg,0.2356,0.047,0.1286478
SV,SV_sub3,p11,0.4933,0.027,0.1286478
SV,SV_sub3,p28,0.1699,0.108,0.1286478
SV,SV_sub3,p32,0.0257,0.12,0.1286478
SV,SV_sub4,CP,0.061,0.226,0.0559337
SV,SV_sub4,NTPase,0.02,0.136,0.0559337
SV,SV_sub4,Pol,0.0433,0.267,0.0559337
SV,SV_sub4,VP2,0.0807,0.066,0.0559337
SV,SV_sub4,VPg,0.0219,0.047,0.0559337
SV,SV_sub4,p11,0.4652,0.027,0.0559337
SV,SV_sub4,p28,0.0578,0.108,0.0559337
SV,SV_sub4,p32,0.0217,0.12,0.0559337
